deposit_id	deposit_type	deposit_createdate	deposit_publicationdate	deposit_parent_dataverse	user_account_id_of_deposit	user_account_createdate	user_account_type	affiliation	account_email_domain
49113	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49119	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49125	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49127	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49129	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64383	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49133	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49137	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49152	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49155	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49159	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49160	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49164	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49177	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49198	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49492	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49502	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49622	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49790	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49867	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64394	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64400	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64402	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3123465	Dataset	2018-02-09	2018-10-11	1	19086	2000-01-01	orcid	University of Pennsylvania	gmail.com
3462711	Dataset	2019-07-02	2019-07-08	3462710	21019	2017-12-05	shib	Imperial College London	imperial.ac.uk
3617916	Dataset	2019-11-05	2019-11-19	3537331	15038	2000-01-01	shib	Harvard University	gmail.com
3127030	Dataset	2018-02-20	2018-02-20	1	21934	2018-02-20	builtin	Faculty of Medicine,Universitas Indonesia	gmail.com
64422	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64426	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64427	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64472	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49173	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49178	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49181	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49183	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49187	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49189	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49192	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49195	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49200	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49204	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49205	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49217	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49221	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49223	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49226	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49227	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49228	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49230	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49237	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49238	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49241	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49306	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64495	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64494	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3080209	Dataset	2017-11-18	2017-11-18	1	9720	2000-01-01	builtin	Peking University	pku.edu.cn
49302	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49321	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49311	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49322	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49324	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49337	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49340	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49341	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49346	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49350	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49352	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49353	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49374	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49377	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49378	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49387	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49389	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49391	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49395	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49397	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49402	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49412	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49420	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49422	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49423	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49427	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49483	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49489	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49497	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49448	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49477	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49485	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49491	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64491	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49459	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49499	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49504	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49528	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49536	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49522	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49539	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49557	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49505	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49532	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49523	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49560	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49537	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49553	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49565	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49559	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49568	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49563	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49601	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49566	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49571	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49665	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49670	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49675	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49570	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49574	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49580	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49582	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64633	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49594	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49609	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49655	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49659	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49678	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49668	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49656	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49660	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49658	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49674	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49677	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49693	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49689	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49704	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49722	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49695	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49725	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49845	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49701	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49708	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49716	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49717	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64725	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64705	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64715	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64727	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64717	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49726	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49734	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49770	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49776	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49777	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49779	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49781	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49784	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49836	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
65214	Dataset	2014-05-12	2017-02-24	1251	6413	2000-01-01	builtin	PSI	psi.mg
49852	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49837	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49844	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49888	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49892	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49848	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49849	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49853	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49855	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49862	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49863	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49866	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49870	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49884	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49889	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49900	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49911	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49913	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49918	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49915	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49921	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49922	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49932	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49935	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49939	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49944	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49957	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49958	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49959	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49960	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49964	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
49965	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
66257	Dataset	2014-08-08	2014-08-08	1702	3051	2000-01-01	builtin	Washington University in St. Louis	wustl.edu
2668650	Dataset	2015-04-17	2015-04-17	2668649	11120	2000-01-01	builtin	NYIT College of Osteopathic Medicine	gmail.com
3015866	Dataset	2017-05-02	2017-06-08	1	1422	2000-01-01	builtin	Stanford	stanford.edu
3126428	Dataset	2018-02-19	2018-02-19	1	21904	2018-02-19	builtin	Ladoke Akintola University of Technology, LAUTECH, Ogbomoso, Nigeria	gmail.com
50017	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50018	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50020	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50021	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50045	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50049	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50066	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50070	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50103	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50104	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50124	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3463263	Dataset	2019-07-03	2019-07-08	3462710	21019	2017-12-05	shib	Imperial College London	imperial.ac.uk
50214	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50226	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50274	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50084	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50090	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50093	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50094	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50096	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50101	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50102	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50109	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50117	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50119	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50120	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50122	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50126	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50129	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50137	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50140	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50143	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50202	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50304	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50217	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50235	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50208	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50232	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50308	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50279	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50477	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50511	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50227	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50246	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50247	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50252	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50268	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50270	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51633	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51502	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51703	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51607	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50272	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50284	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52063	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50285	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50286	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50287	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50292	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50303	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
