deposit_id	deposit_type	deposit_createdate	deposit_publicationdate	deposit_parent_dataverse	user_account_id_of_deposit	user_account_createdate	user_account_type	affiliation	account_email_domain
2839889	Dataverse	2016-06-08	2016-06-08	1	14473	2000-01-01	builtin	Stanford University	gmail.com
2840637	Dataverse	2016-06-13	2017-06-14	1	14508	2000-01-01	builtin		gmail.com
644	Dataverse	2009-07-27	2011-06-15	1	1417	2000-01-01	builtin	International Christian University	icu.ac.jp
2840679	Dataverse	2016-06-13	2017-06-23	1	14507	2000-01-01	builtin		jhu.edu
646	Dataverse	2009-07-29	2009-07-29	1	1425	2000-01-01	builtin	Harvard University	wjh.harvard.edu
2840694	Dataverse	2016-06-13	2016-06-13	2817127	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2841246	Dataverse	2016-06-14	2017-06-26	1	14507	2000-01-01	builtin		jhu.edu
2845592	Dataverse	2016-06-27	2016-06-27	2839995	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2845614	Dataverse	2016-06-28	2016-06-28	1626	5291	2000-01-01	builtin		gmail.com
2846915	Dataverse	2016-06-29	2016-06-29	2839999	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2847033	Dataverse	2016-06-29	2016-06-29	2839999	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2847081	Dataverse	2016-06-29	2016-06-29	2839993	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2847119	Dataverse	2016-06-29	2016-06-29	2839993	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2847120	Dataverse	2016-06-29	2016-06-29	2839993	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2847140	Dataverse	2016-06-29	2016-06-29	2839994	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2851596	Dataverse	2016-07-12	2016-09-05	2841362	14540	2000-01-01	builtin	Harvard-Smithsonian Center for Astrophysics	cfa.harvard.edu
2851645	Dataverse	2016-07-13	2016-09-05	2841362	14540	2000-01-01	builtin	Harvard-Smithsonian Center for Astrophysics	cfa.harvard.edu
2851657	Dataverse	2016-07-13	2016-09-05	2841362	14540	2000-01-01	builtin	Harvard-Smithsonian Center for Astrophysics	cfa.harvard.edu
2851658	Dataverse	2016-07-13	2016-09-05	2841362	14540	2000-01-01	builtin	Harvard-Smithsonian Center for Astrophysics	cfa.harvard.edu
2851716	Dataverse	2016-07-14	2016-10-17	1	14806	2000-01-01	builtin		gmail.com
2851771	Dataverse	2016-07-15	2017-04-04	1	14821	2000-01-01	shib	University of California, Berkeley	berkeley.edu
2851919	Dataverse	2016-07-17	2016-07-25	2851918	14829	2000-01-01	builtin	University of Canterbury	canterbury.ac.nz
2853744	Dataverse	2016-07-21	2017-07-24	2853293	12002	2000-01-01	builtin	Massachusetts Eye and Ear Infirmary	meei.harvard.edu
2854820	Dataverse	2016-07-21	2017-07-24	2853275	12002	2000-01-01	builtin	Massachusetts Eye and Ear Infirmary	meei.harvard.edu
2861383	Dataverse	2016-07-28	2016-07-29	1	14954	2000-01-01	builtin		willamette.edu
2861384	Dataverse	2016-07-28	2016-07-29	2861383	14954	2000-01-01	builtin		willamette.edu
675	Dataverse	2009-10-19	2015-04-15	1	1569	2000-01-01	builtin	Cornell University	gmail.com
683	Dataverse	2009-10-30	2009-12-09	1	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
700	Dataverse	2009-12-13	2009-12-15	1	1613	2000-01-01	builtin		gmail.com
703	Dataverse	2009-12-17	2009-12-17	1	55	2000-01-01	builtin	Harvard	fas.harvard.edu
704	Dataverse	2009-12-21	2011-10-04	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
705	Dataverse	2009-12-22	2010-01-05	1	1619	2000-01-01	builtin	Walden University	hoteit.net
706	Dataverse	2009-12-23	2010-01-19	1	1620	2000-01-01	builtin	Harvard University	fas.harvard.edu
2305	Dataverse	2014-01-27	2014-01-28	5	7836	2000-01-01	builtin	National Astronomical observatory of Japan	nao.ac.jp
2839961	Dataverse	2016-06-10	2016-06-10	2839540	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2840531	Dataverse	2016-06-13	2017-06-22	1	14504	2000-01-01	builtin	RA	gmail.com
2845563	Dataverse	2016-06-27	2016-06-27	2839997	13454	2000-01-01	builtin	HKS	hks.harvard.edu
2848288	Dataverse	2016-07-03	2016-07-03	1	14692	2000-01-01	shib	Massachusetts Institute of Technology	mit.edu
2887405	Dataverse	2016-09-25	2016-10-01	2887367	15469	2000-01-01	builtin	UNESCO Institute for statistics	unesco.org
2902907	Dataverse	2016-10-13	2016-12-08	1	15665	2000-01-01	builtin	Northeastern University	alumni.neu.edu
2910299	Dataverse	2016-10-27	2016-12-13	1	15652	2000-01-01	builtin	University of Houston	uh.edu
2910711	Dataverse	2016-10-27	2017-08-10	1	29395	2019-07-17	builtin	Wichita State University	wichita.edu
2911033	Dataverse	2016-10-31	2016-10-31	1	15579	2000-01-01	builtin		gmail.com
691	Dataverse	2009-11-11	2009-11-16	1	1595	2000-01-01	builtin	University of Calabar Teaching Hospital	yahoo.com
750	Dataverse	2010-04-07	2010-07-08	1	1710	2000-01-01	builtin	University of California, Los Angeles	ucla.edu
2911453	Dataverse	2016-11-02	2016-11-02	1	15001	2000-01-01	shib	Harvard University	oeb.harvard.edu
2911719	Dataverse	2016-11-03	2017-02-10	1	1826	2000-01-01	builtin	USC	usc.edu
752	Dataverse	2010-04-11	2010-04-12	1	1663	2000-01-01	builtin	Hlakanaphila Analytics (s21)	gmail.com
2911725	Dataverse	2016-11-03	2016-11-03	1	15910	2000-01-01	builtin	Polytechnic University of Valencia	upvnet.upv.es
2914115	Dataverse	2016-11-06	2016-11-06	1	15517	2000-01-01	builtin	Arizona State University	asu.edu
3009707	Dataverse	2017-03-30	2017-03-30	2832751	14200	2000-01-01	google	Indonesian Institute of Sciences	gmail.com
2914383	Dataverse	2016-11-08	2016-11-08	1	15962	2000-01-01	shib	Massachusetts Institute of Technology	mit.edu
2915174	Dataverse	2016-11-09	2017-04-24	2784973	13519	2000-01-01	builtin	University of Würzburg	uni-wuerzburg.de
2917261	Dataverse	2016-11-10	2016-11-10	1	14163	2000-01-01	builtin	University of Minnesota	umn.edu
2917310	Dataverse	2016-11-10	2016-11-10	1	15989	2000-01-01	builtin	University of Florida	ufl.edu
2378	Dataverse	2014-03-16	2014-03-16	1	8139	2000-01-01	builtin	University of Gothenburg	gu.se
3016146	Dataverse	2017-05-03	2017-05-16	1	18294	2000-01-01	builtin		gmail.com
2917316	Dataverse	2016-11-10	2016-11-10	2917310	15989	2000-01-01	builtin	University of Florida	ufl.edu
3009323	Dataverse	2017-03-29	2017-04-04	3008955	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
3016317	Dataverse	2017-05-04	2017-08-22	2675904	11388	2000-01-01	builtin	Center for the History of Medicine	hms.harvard.edu
3016630	Dataverse	2017-05-05	2017-08-22	3016317	11388	2000-01-01	builtin	Center for the History of Medicine	hms.harvard.edu
3016703	Dataverse	2017-05-05	2017-05-16	3016146	18294	2000-01-01	builtin		gmail.com
3017104	Dataverse	2017-05-08	2017-05-08	1	18368	2000-01-01	builtin	University of Houston	uh.edu
3019433	Dataverse	2017-05-23	2017-05-23	1	17950	2000-01-01	builtin	PATH	path.org
3021666	Dataverse	2017-06-01	2017-08-22	3021665	11388	2000-01-01	builtin	Center for the History of Medicine	hms.harvard.edu
3023747	Dataverse	2017-06-07	2017-06-07	1	15953	2000-01-01	builtin		gmail.com
3027017	Dataverse	2017-06-12	2017-06-12	1	18761	2000-01-01	shib	Massachusetts Institute of Technology	mit.edu
3028001	Dataverse	2017-06-17	2017-07-13	1	18888	2000-01-01	builtin	CNRS Observatoire de la Cote d'Azur	gmail.com
3030068	Dataverse	2017-06-20	2017-06-20	1531	4899	2000-01-01	builtin	Africa Rice Center	cgiar.org
3044512	Dataverse	2017-08-15	2017-12-07	3040917	17062	2000-01-01	shib	Harvard University	fas.harvard.edu
3046913	Dataverse	2017-08-16	2017-12-06	3040917	17061	2000-01-01	shib	Harvard University	fas.harvard.edu
3047004	Dataverse	2017-08-16	2017-08-16	1	19039	2000-01-01	builtin	PATH	path.org
3047229	Dataverse	2017-08-16	2017-12-06	3040917	17063	2000-01-01	shib	Harvard University	fas.harvard.edu
3047729	Dataverse	2017-08-18	2017-12-06	3040917	17063	2000-01-01	shib	Harvard University	fas.harvard.edu
3047842	Dataverse	2017-08-20	2017-08-20	3047756	19633	2017-08-20	builtin		outlook.com
3048838	Dataverse	2017-08-22	2017-08-22	1	19647	2017-08-22	builtin	Willy Brandt School of Public Policy, Universität Erfurt	mailbox.org
50835	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50836	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
57277	Dataset	2012-11-04	2012-12-29	1626	5291	2000-01-01	builtin		gmail.com
2864200	Dataverse	2016-08-14	2016-10-30	1	10415	2000-01-01	builtin	University of Toronto	gmail.com
2864259	Dataverse	2016-08-15	2017-04-12	1	15073	2000-01-01	builtin	Harvard University	outlook.com
2866246	Dataverse	2016-08-26	2016-10-27	2866243	14995	2000-01-01	builtin	Instituto Nacional de Salud Pública	gmail.com
2866858	Dataverse	2016-08-28	2016-08-28	1	15157	2000-01-01	builtin	USQ	usq.edu.au
2866907	Dataverse	2016-08-29	2016-08-29	1	11886	2000-01-01	builtin	Harvard - OSC	harvard.edu
2867120	Dataverse	2016-09-01	2016-09-07	2867012	15212	2000-01-01	builtin	University of Sao Paulo	usp.br
712	Dataverse	2010-01-22	2010-01-22	1	1636	2000-01-01	shib	Massachusetts Institute of Technology	mit.edu
2867228	Dataverse	2016-09-01	2020-02-12	2867227	15236	2000-01-01	shib	Harvard University	gse.harvard.edu
2867329	Dataverse	2016-09-02	2016-10-27	2866243	14995	2000-01-01	builtin	Instituto Nacional de Salud Pública	gmail.com
2867591	Dataverse	2016-09-05	2016-09-05	1	15121	2000-01-01	builtin		gmail.com
2886245	Dataverse	2016-09-14	2016-09-14	2868819	15291	2000-01-01	builtin	Villanova University	villanova.edu
714	Dataverse	2010-01-26	2010-01-27	1	1641	2000-01-01	builtin	Aalto University	gmail.com
2886756	Dataverse	2016-09-15	2017-01-03	1	11917	2000-01-01	builtin		cornell.edu
2886812	Dataverse	2016-09-15	2016-09-18	1	15397	2000-01-01	builtin	Dartmouth	dartmouth.edu
2887262	Dataverse	2016-09-22	2016-09-22	1	15439	2000-01-01	builtin	Appalachian State University	appstate.edu
2887363	Dataverse	2016-09-25	2016-10-13	1	15466	2000-01-01	builtin	Lund University	gmail.com
2887367	Dataverse	2016-09-25	2016-10-01	1	15469	2000-01-01	builtin	UNESCO Institute for statistics	unesco.org
723	Dataverse	2010-02-12	2010-02-17	1	1660	2000-01-01	builtin	University of Tennessee	gmail.com
724	Dataverse	2010-02-12	2010-02-12	1	1661	2000-01-01	orcid	University of Notre Dame	nd.edu
50839	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2867796	Dataverse	2016-09-06	2016-11-16	1	15274	2000-01-01	builtin	Utrecht University Library	uu.nl
731	Dataverse	2010-02-20	2010-02-27	1	1670	2000-01-01	builtin	University of California, Los Angeles	polisci.ucla.edu
732	Dataverse	2010-03-01	2010-05-20	1	1675	2000-01-01	shib	Harvard University	gov.harvard.edu
735	Dataverse	2010-03-05	2010-03-05	1	1678	2000-01-01	builtin	University of the Thai Chamber of Commerce	me.com
746	Dataverse	2010-03-26	2010-03-26	1	744	2000-01-01	builtin	University of Illinois at Chicago	uic.edu
761	Dataverse	2010-04-21	2010-04-21	1	1726	2000-01-01	builtin	Instituto Juan March	march.es
762	Dataverse	2010-04-21	2010-04-21	1	1728	2000-01-01	builtin	U Sussex	sussex.ac.uk
50852	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50857	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
766	Dataverse	2010-04-28	2010-04-30	1	549	2000-01-01	builtin	Harvard University 	fas.harvard.edu
50862	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50869	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50871	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
57282	Dataset	2013-07-16	2013-07-16	1626	5291	2000-01-01	builtin		gmail.com
57333	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
57346	Dataset	2015-01-16	2016-07-07	2674448	5291	2000-01-01	builtin		gmail.com
771	Dataverse	2010-05-03	2010-05-03	1	1767	2000-01-01	builtin	Duke University	duke.edu
57350	Dataset	2012-12-27	2012-12-27	1626	5291	2000-01-01	builtin		gmail.com
775	Dataverse	2010-05-18	2010-05-19	1	1781	2000-01-01	builtin	Instituto Juan March	march.es
2732	Dataverse	2014-09-23	2014-09-23	1	9387	2000-01-01	builtin	University of Basel, Switzerland	unibas.ch
50867	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50884	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
57320	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
50885	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50887	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50888	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50889	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50892	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
57336	Dataset	2014-07-27	2014-07-27	1626	5291	2000-01-01	builtin		gmail.com
50895	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50898	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50899	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50901	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
57337	Dataset	2015-01-29	2016-07-10	2674448	5291	2000-01-01	builtin		gmail.com
57338	Dataset	2014-08-24	2014-08-24	1626	5291	2000-01-01	builtin		gmail.com
3825663	Dataverse	2020-05-05	2020-05-05	1	35212	2020-05-05	builtin		gmail.com
780	Dataverse	2010-05-19	2010-05-20	1	316	2000-01-01	builtin	Harvard University	fas.harvard.edu
787	Dataverse	2010-06-15	2010-08-11	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
795	Dataverse	2010-06-24	2010-10-26	1	1878	2000-01-01	builtin	U.S. Army Research Lab	gmail.com
796	Dataverse	2010-06-25	2010-06-25	1	1881	2000-01-01	builtin	University of Copenhagen	kb.dk
799	Dataverse	2010-06-29	2010-06-29	1	1892	2000-01-01	builtin	KISTI	kisti.re.kr
800	Dataverse	2010-06-30	2010-07-01	1	1882	2000-01-01	builtin	The Royal Library/CULIS CSC	kb.dk
804	Dataverse	2010-07-11	2010-07-15	1	1919	2000-01-01	builtin	Princeton University	gmail.com
810	Dataverse	2010-07-20	2010-08-26	1	1951	2000-01-01	builtin	Harvard University	fas.harvard.edu
812	Dataverse	2010-07-23	2010-07-29	1	1962	2000-01-01	builtin	Harvard University	fas.harvard.edu
820	Dataverse	2010-08-10	2010-08-10	1	2010	2000-01-01	builtin	University of Salzburg	sbg.ac.at
824	Dataverse	2010-08-13	2010-08-13	1	2023	2000-01-01	builtin	Harvard University	gmail.com
862	Dataverse	2010-10-13	2010-10-13	1	2214	2000-01-01	builtin	University of Pittsburgh	pitt.edu
863	Dataverse	2010-10-13	2010-11-03	1	2216	2000-01-01	builtin	University of Missouri	missouri.edu
896	Dataverse	2010-11-18	2016-05-24	1	2369	2000-01-01	shib	University of North Carolina at Chapel Hill	unc.edu
921	Dataverse	2011-01-04	2011-02-09	1	2505	2000-01-01	shib	Boston University	bu.edu
949	Dataverse	2011-01-22	2011-01-22	1	2596	2000-01-01	builtin	Duke University	gmail.com
955	Dataverse	2011-01-24	2011-01-25	1	2607	2000-01-01	builtin	Duke University	duke.edu
959	Dataverse	2011-01-24	2011-01-24	1	2611	2000-01-01	builtin	Duke University	duke.edu
960	Dataverse	2011-01-25	2011-01-25	1	2613	2000-01-01	builtin	Duke University	duke.edu
971	Dataverse	2011-01-30	2011-02-07	1	710	2000-01-01	builtin	Tilburg University	uvt.nl
977	Dataverse	2011-02-03	2011-02-03	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57344	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
883	Dataverse	2010-11-08	2011-07-19	1	2323	2000-01-01	builtin	University of Virginia	virginia.edu
57349	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
979	Dataverse	2011-02-03	2011-02-03	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57375	Dataset	2014-12-16	2014-12-17	2845618	5291	2000-01-01	builtin		gmail.com
57376	Dataset	2015-01-29	2016-07-07	2674448	5291	2000-01-01	builtin		gmail.com
984	Dataverse	2011-02-06	2011-03-15	1	2673	2000-01-01	builtin	Stanford University	stanford.edu
3825664	Dataset	2020-05-05	2020-05-05	1	31879	2019-11-25	orcid	Universitas Negeri Makassar	unm.ac.id
57509	Dataset	2013-09-02	2013-09-02	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57510	Dataset	2012-05-11	2012-05-11	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
1009	Dataverse	2011-03-08	2011-03-08	1	2800	2000-01-01	builtin	Bogor Agricultural University - Indonesia	gmail.com
3006762	Dataverse	2017-03-15	2017-03-15	1	17522	2000-01-01	builtin		163.com
1014	Dataverse	2011-03-10	2011-03-10	1	2818	2000-01-01	builtin	Balai Besar Riset Pengolahan Produk dan Bioteknologi Kelautan dan Perikanan	gmail.com
3007386	Dataverse	2017-03-18	2018-03-13	1	14928	2000-01-01	builtin		uni-konstanz.de
3005945	Dataverse	2017-03-11	2017-03-11	1	17467	2000-01-01	shib	Louisiana State University	lsu.edu
1019	Dataverse	2011-03-15	2011-04-13	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
3010684	Dataverse	2017-04-04	2017-04-07	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
1037	Dataverse	2011-04-07	2011-04-13	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
1022	Dataverse	2011-03-15	2011-04-13	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
3982837	Dataset	2020-07-12	2020-07-25	3877452	36386	2020-06-19	builtin	University of Oslo	stv.uio.no
3982836	Dataset	2020-07-12	2020-07-25	3877452	36386	2020-06-19	builtin	University of Oslo	stv.uio.no
3082602	Dataverse	2017-11-27	2018-09-27	1	20911	2017-11-27	google	Universität Leipzig	web.de
57390	Dataset	2012-11-05	2012-11-05	1626	5291	2000-01-01	builtin		gmail.com
57397	Dataset	2013-03-13	2013-03-13	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57435	Dataset	2013-03-13	2013-03-13	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
3911420	Dataset	2020-07-03	2020-07-20	3911419	36754	2020-07-03	builtin	Yokosuka Urogynecology Clinic	gmail.com
57348	Dataset	2013-07-16	2013-07-16	1626	5291	2000-01-01	builtin		gmail.com
57354	Dataset	2014-12-15	2014-12-15	2845617	5291	2000-01-01	builtin		gmail.com
57373	Dataset	2014-07-28	2014-07-28	1626	5291	2000-01-01	builtin		gmail.com
57380	Dataset	2012-12-09	2012-12-09	1626	5291	2000-01-01	builtin		gmail.com
57383	Dataset	2014-08-07	2014-08-07	1626	5291	2000-01-01	builtin		gmail.com
57385	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
57404	Dataset	2013-03-13	2013-03-13	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57538	Dataset	2010-03-29	2010-04-12	405	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57539	Dataset	2010-03-22	2010-04-12	405	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
57649	Dataset	2014-12-31	2015-02-06	99	5776	2000-01-01	builtin	IFPRI	cgiar.org
2849224	Dataverse	2016-07-06	2016-07-06	1626	5291	2000-01-01	builtin		gmail.com
57353	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
57357	Dataset	2014-08-13	2014-08-13	1626	5291	2000-01-01	builtin		gmail.com
3084032	Dataset	2017-11-29	2017-11-29	1	15450	2000-01-01	shib	Harvard University	fas.harvard.edu
57358	Dataset	2015-01-29	2016-07-07	2674448	5291	2000-01-01	builtin		gmail.com
57360	Dataset	2014-12-13	2014-12-16	2845618	5291	2000-01-01	builtin		gmail.com
994	Dataverse	2011-02-16	2011-02-16	1	2716	2000-01-01	builtin	Dana-Farber Cancer Institute	jimmy.harvard.edu
57362	Dataset	2014-08-08	2014-08-11	1626	5291	2000-01-01	builtin		gmail.com
3178963	Dataverse	2018-06-21	2018-07-05	1	15073	2000-01-01	builtin	Harvard University	outlook.com
57363	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
1006	Dataverse	2011-03-03	2011-05-01	2732876	2779	2000-01-01	shib	Harvard University	fas.harvard.edu
1016	Dataverse	2011-03-12	2012-02-28	7	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
1020	Dataverse	2011-03-15	2011-04-07	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
1024	Dataverse	2011-03-21	2011-03-21	1	2862	2000-01-01	builtin	University of Virginia	virginia.edu
1028	Dataverse	2011-03-27	2011-03-27	1	2883	2000-01-01	builtin	University of Houston	bshor.com
1034	Dataverse	2011-04-05	2011-04-05	1	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
1039	Dataverse	2011-04-08	2011-04-14	1	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
1045	Dataverse	2011-04-13	2011-05-04	1	2948	2000-01-01	builtin	Statistical Services Centre, University of Reading	reading.ac.uk
57398	Dataset	2012-02-15	2012-05-11	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57417	Dataset	2013-05-10	2013-05-10	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57369	Dataset	2015-01-16	2016-07-07	2674448	5291	2000-01-01	builtin		gmail.com
57371	Dataset	2013-07-16	2013-07-16	1626	5291	2000-01-01	builtin		gmail.com
57425	Dataset	2013-09-02	2013-09-02	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57374	Dataset	2012-12-10	2012-12-10	1626	5291	2000-01-01	builtin		gmail.com
57520	Dataset	2007-07-09	2007-11-28	63	59	2000-01-01	builtin	University of California, Berkeley	berkeley.edu
57377	Dataset	2012-12-12	2012-12-12	1626	5291	2000-01-01	builtin		gmail.com
57431	Dataset	2015-02-09	2015-02-09	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57381	Dataset	2014-12-16	2014-12-17	2845618	5291	2000-01-01	builtin		gmail.com
57433	Dataset	2011-06-07	2011-06-07	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57468	Dataset	2015-03-19	2015-03-19	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57382	Dataset	2014-07-27	2014-07-27	1626	5291	2000-01-01	builtin		gmail.com
57480	Dataset	2010-06-07	2010-06-07	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57514	Dataset	2015-03-19	2015-03-19	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57386	Dataset	2012-12-28	2012-12-28	1626	5291	2000-01-01	builtin		gmail.com
57394	Dataset	2008-11-13	2008-11-13	218	432	2000-01-01	builtin	Harvard University	hmdc.harvard.edu
57516	Dataset	2015-03-04	2015-03-04	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57522	Dataset	2015-01-13	2015-01-20	63	191	2000-01-01	builtin	Rice University	rice.edu 
57523	Dataset	2007-07-10	2007-11-28	63	59	2000-01-01	builtin	University of California, Berkeley	berkeley.edu
3332931	Dataverse	2018-12-18	2018-12-31	1	26095	2018-12-18	builtin	Georgia State University	gmail.com
3332938	Dataverse	2018-12-18	2018-12-18	3332561	25663	2018-11-20	builtin	National Centre for Social Research	gmail.com
57422	Dataset	2015-03-04	2015-03-04	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57427	Dataset	2013-03-13	2013-03-13	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57429	Dataset	2013-03-13	2013-03-13	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
3016629	Dataverse	2017-05-05	2017-08-22	3016317	11388	2000-01-01	builtin	Center for the History of Medicine	hms.harvard.edu
3452522	Dataverse	2019-06-19	2019-06-19	1	28967	2019-06-19	builtin	Universitat de Girona	udg.edu
3452652	Dataverse	2019-06-20	2019-06-20	1	21539	2018-01-19	builtin	Australian National University	gmail.com
50875	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50878	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50881	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
50922	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51053	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51056	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51136	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51168	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51230	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51233	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51234	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51235	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51406	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51409	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
51450	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3825513	Dataset	2020-05-05	2020-06-23	3052204	19970	2017-09-16	builtin	Gakushuin University	gakushuin.ac.jp
3473202	Dataverse	2019-07-17	2019-10-15	1	28419	2019-05-16	shib	HES-SO - Haute École Spécialisée de Suisse occidentale	hevs.ch
57441	Dataset	2012-05-11	2012-05-11	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
57445	Dataset	2015-03-19	2015-03-19	693	1598	2000-01-01	builtin	University of Pittsburgh	pitt.edu 
