"dataverse_publish_date","depositor_id","dataverse_id"
"2019-04-04","@ISJ",3393598
"2019-04-05","@ISJ",3393695
"2019-04-10","@gulustanbssjar",3205546
"2019-04-10","@gulustanbssjar",3407207
"2019-04-13","@AvisLivre",3408197
"2019-05-14","@vietnam",3428166
"2019-06-24","@expat",3454507
"2019-06-24","@grossirseins",3454508
"2019-06-24","@doctor_usa",3454509
"2019-06-24","@carabattersby",3454984
"2019-07-19","@SufyanIlyas",3474914
"2019-08-23","@gssrjournal",3543077
"2019-10-31","@ijbass",3612017
"2019-11-26","@ASC_Academic_Publishing",3636682
"2019-12-16","@dharma.journal",3645388
"2019-12-22","@andytou",3651845
"2020-01-01","@HofstadCoryAndrew",3654109
"2020-01-04","@regepe",3654402
"2020-01-08","@AFJBS",3656407
"2020-01-09","@AFJBS",3656609
"2020-01-09","@rahmanmdmizanur",3656803
"2020-01-11","@andytou",3657457
"2020-01-13","@andytou",3658035
"2020-01-14","@andytou",3659214
"2020-02-10","@thu",3679283
"2020-03-22","@UNWMATARAM",3779384
"2020-04-19","@jansenwongso",3809549
"2020-04-20","@willymike064",3810922
"2020-04-28","@dodekana",3820407
"2020-04-28","@dodekana",3820409
"2020-05-10","@sevices.leggornitz",3830844
"2020-05-15","@Njpas",3835490
"2020-07-13","@goodcleanfun",3983637
"2020-07-15","@dominopoker99",3984387
"2020-07-16","@kopi777",3985049
"2020-07-16","@mpoterbaru",3985391
"2020-07-16","@kopi777",3985414
"2020-07-16","@slotonlineid",3985416
"2020-07-17","@jhonpantauU123",3985418
"2020-07-17","@rinagatha",3985417
"2020-07-17","@jesicamonica",3985420
"2020-07-17","@menangjudi",3985481
"2020-07-17","@bolamega",3985484
"2020-07-17","@judislotonline",3985680
"2020-07-17","@trustedt",3985709
"2020-07-17","@trustedt",3985710
"2020-07-17","@loginmpo",3985822
"2020-07-18","@shantydeswinta",3986213
"2020-07-18","@riskaparasan",3986223
"2020-07-18","@sultanplay",3986265
"2020-07-19","@xelapui",3986474
"2020-07-19","@CMD398",3986507
"2020-07-19","@slot-online",3986509
"2020-07-19","@macauslot88",3986508
"2020-07-20","@lalakimtersia",3986608
"2020-07-20","@nadiabeliana",3986625
"2020-07-20","@ovo188",3986635
"2020-07-20","@mediaslots",3986637
"2020-07-20","@marinasina",3987118
"2020-07-20","@ovo365",3987120
"2020-07-20","@judimpo",3987129
"2020-07-20","@harapanqqpoker",3987153
"2020-07-21","@sultanbet89",3987346
"2020-07-21","@kimterryjen",3987362
"2020-07-21","@jerfannykim",3987367
"2020-07-21","@kopi777",3987368
"2020-07-21","@situsjudionlinemenangjudi",3987390
"2020-07-21","@tesplay",3987363
"2020-07-21","@situsjudionlinemenangjudi",3987391
"2020-07-22","@sultanbet89",3987994
"2020-07-22","@lvobet",3987995
"2020-07-22","@Situs_Resmi_Slot_Deposit_Pulsa",3988101
"2020-07-22","@lvobetpragmatic",3988312
"2020-07-23","@lvobethabanero",3988329
"2020-07-24","@hkg99slot",3992444
"2020-07-24","@Parjobackflip",3992071
"2020-07-24","@lidobet",3992074
"2020-07-24","@yamasura",3992126
"2020-07-24","@novia589",3992130
"2020-07-25","@situspokerqq",3992588
"2020-07-25","@novitalim",3992589
"2020-07-26","@CMD398",3992841
"2020-07-27","@prastaweb",3994110
"2020-07-28","@diannaraya102",3994456
"2020-07-28","@sintafadila",3994463
"2020-07-30","@slotsonline",3997652
"2020-08-01","@200Dollarsfake_",3999371
"2020-08-02","@Situs Judi Slot Online Deposit Pulsa Tanpa Potongan",3999944
"2020-08-02","@988sport",4000215
"2020-08-03","@beritamaluku",4001304
"2020-08-03","@beritamaluku",4001336
"2020-08-03","@beritamaluku",4001332
"2020-08-05","@agenslotjoker123online",4004071
"2020-08-05","@Grazyna541",4004695
"2020-08-06","@biancamartha",4005337
"2020-08-06","@serbubet_Judi_slot_Online_24jam",4005376
"2020-08-07","@babe88",4007694
"2020-08-07","@anjingguguk",4008364
"2020-08-08","@agensbobet88",4011881
"2020-08-08","@agensbobet88",4011882
"2020-08-08","@agensbobet88",4011883
"2020-08-08","@linkjudimpo",4011908
"2020-08-09","@93renataadney",4015067
"2020-08-09","@Situs Judi Slot Online Termurah",4015317
"2020-08-10","@sultanbet89",4003144
"2020-08-10","@macauslot88",4016289
"2020-08-11","@Sultanbe",4016533
"2020-08-11","@halenfrom",4016543
"2020-08-11","@dinagita52",4016577
"2020-08-11","@judislotpulsa",4016579
"2020-08-11","@billywarner43",4016580
"2020-08-11","@diandraarsya53",4016581
"2020-08-12","@sultanbet89",4017267
"2020-08-12","@dindarahayu",4017268
"2020-08-12","@venesia88",4017269
"2020-08-13","@judimesinmpo",4022101
"2020-08-13","@benjimen43",4022134
"2020-08-13","@vitaloka",4022135
"2020-08-13","@jarnikalim",4022151
"2020-08-13","@izone",4022153
"2020-08-15","@semangat88",4024188
"2020-08-14","@kimbell",4024049
"2020-08-17","@Amilebills",4027679
"2020-08-17","@kimbell",4027751
"2020-08-17","@treasurecoasthomes",4028418
"2020-08-18","@agenslotonline",4028448
"2020-08-18","@396club",4028449
"2020-08-18","@natalim",4028450
"2020-08-19","@natalim",4028844
"2020-08-19","@Amilebills",4028847
"2020-08-20","@sarbunan2020",4030295
"2020-08-21","@Judi_slot_online",4030822
"2020-08-22","@LVOBANKER",4031798
"2020-08-22","@baliplay",4032040
"2020-08-22","@daftarslotonline",4032044
"2020-08-22","@habaneroslot",4032042
"2020-08-22","@dominopoker88",4032041
"2020-08-22","@bandardepopulsa",4032046
"2020-08-23","@pedro365",4032071
"2020-08-23","@republiksportsbo",4032854
"2020-08-23","@republiksportsbo",4032856
"2020-08-23","@daftarpoker21",4032954
"2020-08-23","@tempopoker",4032955
"2020-08-23","@sidikul",4033001
"2020-08-24","@z11bet",4033106
"2020-08-24","@z11bet",4033107
"2020-08-24","@z11bet",4033108
"2020-08-24","@z11bet",4033109
"2020-08-24","@z11bet",4033110
"2020-08-24","@z11bet",4033111
"2020-08-24","@z11bet",4033112
"2020-08-24","@javaidhassan086",4033249
"2020-08-24","@z11bet",4033755
"2020-08-24","@SLOTTERPERCAYA",4033759
"2020-08-24","@mesinmpo",4033820
"2020-08-25","@harrisonblack",4033837
