pid,relation-type,count
doi=10.5064/F6G44N6S,unique-dataset-investigations-regular,15
doi=10.5064/F6G44N6S,total-dataset-investigations-machine,5
doi=10.5064/F6G44N6S,unique-dataset-investigations-machine,3
doi=10.5064/F6G44N6S,total-resolutions-machine,2
doi=10.5064/F6G44N6S,unique-resolutions-machine,2
doi=10.5064/F6G44N6S,total-dataset-requests-regular,1
doi=10.5064/F6G44N6S,total-resolutions-regular,1
doi=10.5064/F6NP22C9,has-part,24
doi=10.5064/F6NP22C9,is-part-of,24
doi=10.5064/F6NP22C9,total-dataset-investigations-regular,21
doi=10.5064/F6NP22C9,unique-dataset-investigations-regular,14
doi=10.5064/F6NP22C9,total-dataset-requests-regular,8
doi=10.5064/F6NP22C9,unique-dataset-requests-regular,7
doi=10.5064/F6NP22C9,total-dataset-investigations-machine,6
doi=10.5064/F6NP22C9,unique-dataset-investigations-machine,4
doi=10.5064/F6NP22C9,total-resolutions-machine,2
doi=10.5064/F6NP22C9,total-resolutions-regular,2
doi=10.5064/F63776W4,total-dataset-investigations-regular,22
doi=10.5064/F63776W4,has-part,21
doi=10.5064/F63776W4,is-part-of,21
doi=10.5064/F63776W4,total-dataset-requests-regular,16
doi=10.5064/F63776W4,unique-dataset-investigations-regular,15
doi=10.5064/F63776W4,unique-dataset-requests-regular,11
doi=10.5064/F63776W4,total-dataset-investigations-machine,9
doi=10.5064/F63776W4,unique-dataset-investigations-machine,6
doi=10.5064/F63776W4,total-dataset-requests-machine,1
doi=10.5064/F6BGVREB,has-part,31
doi=10.5064/F6BGVREB,is-part-of,31
doi=10.5064/F6BGVREB,total-dataset-investigations-regular,20
doi=10.5064/F6BGVREB,unique-dataset-investigations-regular,14
doi=10.5064/F6BGVREB,total-dataset-investigations-machine,5
doi=10.5064/F6BGVREB,total-dataset-requests-regular,4
doi=10.5064/F6BGVREB,unique-dataset-requests-regular,4
doi=10.5064/F6BGVREB,unique-dataset-investigations-machine,3
doi=10.5064/F6MFN8D4,has-part,940
doi=10.5064/F6MFN8D4,is-part-of,940
doi=10.5064/F6MFN8D4,total-dataset-investigations-regular,20
doi=10.5064/F6MFN8D4,unique-dataset-investigations-regular,13
doi=10.5064/F6MFN8D4,total-dataset-investigations-machine,6
doi=10.5064/F6MFN8D4,total-dataset-requests-regular,4
doi=10.5064/F6MFN8D4,total-dataset-requests-machine,2
doi=10.5064/F6MFN8D4,unique-dataset-investigations-machine,2
doi=10.5064/F6MFN8D4,unique-dataset-requests-regular,2
doi=10.5064/F6MFN8D4,is-authored-by,1
doi=10.5064/F6UHXBNH,has-part,2982
doi=10.5064/F6UHXBNH,is-part-of,2982
doi=10.5064/F6UHXBNH,total-dataset-investigations-regular,22
doi=10.5064/F6UHXBNH,unique-dataset-investigations-regular,15
doi=10.5064/F6UHXBNH,total-dataset-requests-regular,13
doi=10.5064/F6UHXBNH,unique-dataset-requests-regular,9
doi=10.5064/F6UHXBNH,total-dataset-investigations-machine,6
doi=10.5064/F6UHXBNH,total-dataset-requests-machine,2
doi=10.5064/F6UHXBNH,unique-dataset-investigations-machine,2
doi=10.5064/F6UHXBNH,is-authored-by,1
doi=10.5064/F61MNQL0,total-dataset-investigations-regular,22
doi=10.5064/F61MNQL0,has-part,16
doi=10.5064/F61MNQL0,is-part-of,16
doi=10.5064/F61MNQL0,unique-dataset-investigations-regular,15
doi=10.5064/F61MNQL0,total-dataset-requests-regular,7
doi=10.5064/F61MNQL0,total-dataset-investigations-machine,6
doi=10.5064/F61MNQL0,unique-dataset-investigations-machine,4
doi=10.5064/F61MNQL0,unique-dataset-requests-regular,4
doi=10.5064/F61MNQL0,is-authored-by,1
doi=10.5064/F626JGPB,has-part,69
doi=10.5064/F626JGPB,is-part-of,69
doi=10.5064/F626JGPB,total-dataset-investigations-regular,20
doi=10.5064/F626JGPB,unique-dataset-investigations-regular,14
doi=10.5064/F626JGPB,total-dataset-requests-regular,10
doi=10.5064/F626JGPB,total-dataset-investigations-machine,8
doi=10.5064/F626JGPB,unique-dataset-requests-regular,8
doi=10.5064/F626JGPB,unique-dataset-investigations-machine,2
doi=10.5064/F626JGPB,is-authored-by,1
doi=10.5064/F626JGPB,is-supplement-to,1
doi=10.5064/F6RKKLAD,has-part,51
doi=10.5064/F6RKKLAD,is-part-of,51
doi=10.5064/F6RKKLAD,total-dataset-investigations-regular,21
doi=10.5064/F6RKKLAD,total-dataset-requests-regular,15
doi=10.5064/F6RKKLAD,unique-dataset-investigations-regular,14
doi=10.5064/F6RKKLAD,unique-dataset-requests-regular,10
doi=10.5064/F6RKKLAD,total-dataset-investigations-machine,5
doi=10.5064/F6RKKLAD,unique-dataset-investigations-machine,3
doi=10.5064/F6RKKLAD,total-resolutions-regular,2
doi=10.5064/F6RKKLAD,unique-resolutions-regular,2
doi=10.5064/F6W7QRSX,has-part,182
doi=10.5064/F6W7QRSX,is-part-of,182
doi=10.5064/F6W7QRSX,total-dataset-investigations-regular,21
doi=10.5064/F6W7QRSX,unique-dataset-investigations-regular,14
doi=10.5064/F6W7QRSX,total-dataset-investigations-machine,8
doi=10.5064/F6W7QRSX,total-dataset-requests-regular,7
doi=10.5064/F6W7QRSX,unique-dataset-requests-regular,4
doi=10.5064/F6W7QRSX,is-supplement-to,2
doi=10.5064/F6W7QRSX,total-resolutions-regular,2
doi=10.5064/F6W7QRSX,unique-dataset-investigations-machine,2
doi=10.5064/F6PHDAOA,has-part,113
doi=10.5064/F6PHDAOA,is-part-of,113
doi=10.5064/F6PHDAOA,total-dataset-investigations-regular,20
doi=10.5064/F6PHDAOA,unique-dataset-investigations-regular,13
doi=10.5064/F6PHDAOA,total-dataset-requests-regular,7
doi=10.5064/F6PHDAOA,total-dataset-investigations-machine,6
doi=10.5064/F6PHDAOA,unique-dataset-requests-regular,5
doi=10.5064/F6PHDAOA,total-dataset-requests-machine,2
doi=10.5064/F6PHDAOA,total-resolutions-regular,2
doi=10.5064/F6PHDAOA,unique-dataset-investigations-machine,2
doi=10.5064/F6JOQXNF,total-dataset-investigations-regular,22
doi=10.5064/F6JOQXNF,has-part,17
doi=10.5064/F6JOQXNF,is-part-of,17
doi=10.5064/F6JOQXNF,total-dataset-requests-regular,15
doi=10.5064/F6JOQXNF,unique-dataset-investigations-regular,15
doi=10.5064/F6JOQXNF,total-dataset-investigations-machine,11
doi=10.5064/F6JOQXNF,unique-dataset-requests-regular,11
doi=10.5064/F6JOQXNF,unique-dataset-investigations-machine,6
doi=10.5064/F6JOQXNF,total-dataset-requests-machine,2
doi=10.5064/F6JOQXNF,total-resolutions-regular,2
doi=10.5064/F6OAEIDA,total-dataset-investigations-regular,22
doi=10.5064/F6OAEIDA,unique-dataset-investigations-regular,15
doi=10.5064/F6OAEIDA,total-dataset-requests-regular,14
doi=10.5064/F6OAEIDA,unique-dataset-requests-regular,11
doi=10.5064/F6OAEIDA,total-dataset-investigations-machine,4
doi=10.5064/F6OAEIDA,has-part,2
doi=10.5064/F6OAEIDA,is-part-of,2
doi=10.5064/F6OAEIDA,total-resolutions-regular,2
doi=10.5064/F6OAEIDA,unique-dataset-investigations-machine,2
doi=10.5064/F6OAEIDA,unique-resolutions-regular,2
doi=10.5064/F6NNOI5C,total-dataset-investigations-regular,20
doi=10.5064/F6NNOI5C,has-part,13
doi=10.5064/F6NNOI5C,is-part-of,13
doi=10.5064/F6NNOI5C,unique-dataset-investigations-regular,13
doi=10.5064/F6NNOI5C,total-dataset-requests-regular,7
doi=10.5064/F6NNOI5C,total-dataset-investigations-machine,6
doi=10.5064/F6NNOI5C,unique-dataset-requests-regular,6
doi=10.5064/F6NNOI5C,unique-dataset-investigations-machine,4
doi=10.5064/F6NNOI5C,is-supplement-to,2
doi=10.5064/F6NNOI5C,total-resolutions-regular,2
doi=10.5064/F6IOUEY2,total-dataset-investigations-regular,21
doi=10.5064/F6IOUEY2,unique-dataset-investigations-regular,14
doi=10.5064/F6IOUEY2,total-dataset-investigations-machine,6
doi=10.5064/F6IOUEY2,has-part,5
doi=10.5064/F6IOUEY2,is-part-of,5
doi=10.5064/F6IOUEY2,total-dataset-requests-regular,5
doi=10.5064/F6IOUEY2,unique-dataset-requests-regular,4
doi=10.5064/F6IOUEY2,is-authored-by,2
doi=10.5064/F6IOUEY2,total-resolutions-regular,2
doi=10.5064/F6IOUEY2,unique-dataset-investigations-machine,2
doi=10.5064/F643DB5O,total-dataset-investigations-regular,22
doi=10.5064/F643DB5O,unique-dataset-investigations-regular,15
doi=10.5064/F643DB5O,total-dataset-investigations-machine,4
doi=10.5064/F643DB5O,has-part,2
doi=10.5064/F643DB5O,is-part-of,2
doi=10.5064/F643DB5O,total-dataset-requests-regular,2
doi=10.5064/F643DB5O,total-resolutions-regular,2
doi=10.5064/F643DB5O,unique-dataset-investigations-machine,2
doi=10.5064/F643DB5O,unique-resolutions-regular,2
doi=10.5064/F643DB5O,is-supplement-to,1
doi=10.5064/F66QRSDR,total-dataset-investigations-regular,18
doi=10.5064/F66QRSDR,unique-dataset-investigations-regular,12
doi=10.5064/F66QRSDR,total-dataset-requests-regular,7
doi=10.5064/F66QRSDR,unique-dataset-requests-regular,5
doi=10.5064/F66QRSDR,total-dataset-investigations-machine,4
doi=10.5064/F66QRSDR,has-part,2
doi=10.5064/F66QRSDR,is-part-of,2
doi=10.5064/F66QRSDR,unique-dataset-investigations-machine,2
doi=10.5064/F66QRSDR,is-authored-by,1
doi=10.5064/F66QRSDR,is-supplement-to,1
doi=10.5064/F6OPE7MJ,has-part,31
doi=10.5064/F6OPE7MJ,is-part-of,31
doi=10.5064/F6OPE7MJ,total-dataset-investigations-regular,21
doi=10.5064/F6OPE7MJ,unique-dataset-investigations-regular,14
doi=10.5064/F6OPE7MJ,total-dataset-requests-regular,8
doi=10.5064/F6OPE7MJ,unique-dataset-requests-regular,7
doi=10.5064/F6OPE7MJ,total-dataset-investigations-machine,6
doi=10.5064/F6OPE7MJ,unique-dataset-investigations-machine,4
doi=10.5064/F6OPE7MJ,is-authored-by,2
doi=10.5064/F6OPE7MJ,total-dataset-requests-machine,2
doi=10.5064/F6CNZC8J,total-dataset-investigations-regular,21
doi=10.5064/F6CNZC8J,unique-dataset-investigations-regular,14
doi=10.5064/F6CNZC8J,total-dataset-requests-regular,13
doi=10.5064/F6CNZC8J,unique-dataset-requests-regular,8
doi=10.5064/F6CNZC8J,total-dataset-investigations-machine,7
doi=10.5064/F6CNZC8J,has-part,6
doi=10.5064/F6CNZC8J,is-part-of,6
doi=10.5064/F6CNZC8J,is-supplement-to,2
doi=10.5064/F6CNZC8J,total-resolutions-regular,2
doi=10.5064/F6CNZC8J,unique-dataset-investigations-machine,2
doi=10.5064/F6K6DMCK,has-part,27
doi=10.5064/F6K6DMCK,is-part-of,27
doi=10.5064/F6K6DMCK,total-dataset-investigations-regular,21
doi=10.5064/F6K6DMCK,unique-dataset-investigations-regular,15
doi=10.5064/F6K6DMCK,total-dataset-investigations-machine,6
doi=10.5064/F6K6DMCK,total-dataset-requests-regular,4
doi=10.5064/F6K6DMCK,unique-dataset-investigations-machine,4
doi=10.5064/F6K6DMCK,unique-dataset-requests-regular,3
doi=10.5064/F6K6DMCK,total-dataset-requests-machine,2
doi=10.5064/F6K6DMCK,total-resolutions-regular,2
doi=10.5064/F6AGINR7,total-dataset-investigations-regular,21
doi=10.5064/F6AGINR7,unique-dataset-investigations-regular,14
doi=10.5064/F6AGINR7,total-dataset-requests-regular,5
doi=10.5064/F6AGINR7,total-dataset-investigations-machine,4
doi=10.5064/F6AGINR7,unique-dataset-requests-regular,3
doi=10.5064/F6AGINR7,unique-dataset-investigations-machine,2
doi=10.5064/F6AGINR7,has-part,1
doi=10.5064/F6AGINR7,is-authored-by,1
doi=10.5064/F6AGINR7,is-part-of,1
doi=10.5064/F6AGINR7,is-supplement-to,1
doi=10.5064/F6M2H9VQ,has-part,36
doi=10.5064/F6M2H9VQ,is-part-of,36
doi=10.5064/F6M2H9VQ,total-dataset-investigations-regular,21
doi=10.5064/F6M2H9VQ,unique-dataset-investigations-regular,14
doi=10.5064/F6M2H9VQ,total-dataset-investigations-machine,6
doi=10.5064/F6M2H9VQ,total-dataset-requests-regular,6
doi=10.5064/F6M2H9VQ,unique-dataset-requests-regular,5
doi=10.5064/F6M2H9VQ,unique-dataset-investigations-machine,4
doi=10.5064/F6M2H9VQ,total-resolutions-machine,2
doi=10.5064/F6M2H9VQ,total-resolutions-regular,2
doi=10.5064/F6RL3PS2,has-part,38
doi=10.5064/F6RL3PS2,is-part-of,38
doi=10.5064/F6RL3PS2,total-dataset-investigations-regular,20
doi=10.5064/F6RL3PS2,unique-dataset-investigations-regular,14
doi=10.5064/F6RL3PS2,total-dataset-requests-regular,7
doi=10.5064/F6RL3PS2,total-dataset-investigations-machine,5
doi=10.5064/F6RL3PS2,unique-dataset-requests-regular,5
doi=10.5064/F6RL3PS2,unique-dataset-investigations-machine,3
doi=10.5064/F6RL3PS2,total-resolutions-regular,2
doi=10.5064/F6RL3PS2,unique-resolutions-regular,2
doi=10.5064/F6FBRTRW,has-part,23
doi=10.5064/F6FBRTRW,is-part-of,23
doi=10.5064/F6FBRTRW,total-dataset-investigations-regular,20
doi=10.5064/F6FBRTRW,unique-dataset-investigations-regular,14
doi=10.5064/F6FBRTRW,total-dataset-requests-regular,6
doi=10.5064/F6FBRTRW,total-dataset-investigations-machine,4
doi=10.5064/F6FBRTRW,unique-dataset-requests-regular,3
doi=10.5064/F6FBRTRW,unique-dataset-investigations-machine,2
doi=10.5064/F6FBRTRW,is-authored-by,1
doi=10.5064/F6FBRTRW,is-supplement-to,1
doi=10.5064/F6LHMHJR,has-part,1913
doi=10.5064/F6LHMHJR,is-part-of,1911
doi=10.5064/F6LHMHJR,total-dataset-investigations-regular,22
doi=10.5064/F6LHMHJR,unique-dataset-investigations-regular,15
doi=10.5064/F6LHMHJR,total-dataset-requests-regular,10
doi=10.5064/F6LHMHJR,unique-dataset-requests-regular,8
doi=10.5064/F6LHMHJR,total-dataset-investigations-machine,5
doi=10.5064/F6LHMHJR,unique-dataset-investigations-machine,4
doi=10.5064/F6LHMHJR,total-dataset-requests-machine,2
doi=10.5064/F6LHMHJR,total-resolutions-regular,2
doi=10.5064/F6LXO8PS,total-dataset-investigations-regular,21
doi=10.5064/F6LXO8PS,unique-dataset-investigations-regular,15
doi=10.5064/F6LXO8PS,total-dataset-investigations-machine,11
doi=10.5064/F6LXO8PS,total-dataset-requests-regular,11
doi=10.5064/F6LXO8PS,unique-dataset-requests-regular,7
doi=10.5064/F6LXO8PS,unique-dataset-investigations-machine,6
doi=10.5064/F6LXO8PS,has-part,4
doi=10.5064/F6LXO8PS,is-part-of,4
doi=10.5064/F6LXO8PS,total-dataset-requests-machine,2
doi=10.5064/F6LXO8PS,total-resolutions-regular,2
doi=10.5064/F6AJE0NP,has-part,44
doi=10.5064/F6AJE0NP,is-part-of,44
doi=10.5064/F6AJE0NP,total-dataset-investigations-regular,22
doi=10.5064/F6AJE0NP,unique-dataset-investigations-regular,15
doi=10.5064/F6AJE0NP,total-dataset-investigations-machine,7
doi=10.5064/F6AJE0NP,total-dataset-requests-regular,7
doi=10.5064/F6AJE0NP,unique-dataset-investigations-machine,5
doi=10.5064/F6AJE0NP,unique-dataset-requests-regular,4
doi=10.5064/F6AJE0NP,total-resolutions-regular,2
doi=10.5064/F6AJE0NP,unique-resolutions-regular,2
doi=10.5064/F6KMEDVB,total-dataset-investigations-regular,18
doi=10.5064/F6KMEDVB,unique-dataset-investigations-regular,12
doi=10.5064/F6KMEDVB,total-dataset-requests-regular,7
doi=10.5064/F6KMEDVB,total-dataset-investigations-machine,5
doi=10.5064/F6KMEDVB,unique-dataset-requests-regular,5
doi=10.5064/F6KMEDVB,total-resolutions-regular,2
doi=10.5064/F6KMEDVB,unique-dataset-investigations-machine,2
doi=10.5064/F6KMEDVB,unique-resolutions-regular,2
doi=10.5064/F6KMEDVB,has-part,1
doi=10.5064/F6KMEDVB,is-part-of,1
doi=10.5064/F6BUAX58,has-part,71
doi=10.5064/F6BUAX58,is-part-of,71
doi=10.5064/F6BUAX58,total-dataset-investigations-regular,21
doi=10.5064/F6BUAX58,unique-dataset-investigations-regular,14
doi=10.5064/F6BUAX58,total-dataset-requests-regular,13
doi=10.5064/F6BUAX58,unique-dataset-requests-regular,9
doi=10.5064/F6BUAX58,total-dataset-investigations-machine,8
doi=10.5064/F6BUAX58,unique-dataset-investigations-machine,4
doi=10.5064/F6BUAX58,total-dataset-requests-machine,2
doi=10.5064/F6BUAX58,is-authored-by,1
doi=10.5064/F6CN723S,has-part,69
doi=10.5064/F6CN723S,is-part-of,69
doi=10.5064/F6CN723S,total-dataset-investigations-regular,22
doi=10.5064/F6CN723S,unique-dataset-investigations-regular,15
doi=10.5064/F6CN723S,total-dataset-requests-regular,12
doi=10.5064/F6CN723S,unique-dataset-requests-regular,9
doi=10.5064/F6CN723S,total-dataset-investigations-machine,7
doi=10.5064/F6CN723S,unique-dataset-investigations-machine,3
doi=10.5064/F6CN723S,total-resolutions-regular,2
doi=10.5064/F6CN723S,unique-resolutions-regular,2
doi=10.5064/F6TD9V7G,has-part,210
doi=10.5064/F6TD9V7G,is-part-of,210
doi=10.5064/F6TD9V7G,total-dataset-investigations-regular,22
doi=10.5064/F6TD9V7G,unique-dataset-investigations-regular,15
doi=10.5064/F6TD9V7G,total-dataset-requests-regular,10
doi=10.5064/F6TD9V7G,unique-dataset-requests-regular,8
doi=10.5064/F6TD9V7G,total-dataset-investigations-machine,6
doi=10.5064/F6TD9V7G,is-authored-by,2
doi=10.5064/F6TD9V7G,total-dataset-requests-machine,2
doi=10.5064/F6TD9V7G,total-resolutions-regular,2
doi=10.5064/F6AKTDBI,total-dataset-investigations-regular,22
doi=10.5064/F6AKTDBI,unique-dataset-investigations-regular,15
doi=10.5064/F6AKTDBI,total-dataset-requests-regular,8
doi=10.5064/F6AKTDBI,has-part,5
doi=10.5064/F6AKTDBI,is-part-of,5
doi=10.5064/F6AKTDBI,unique-dataset-requests-regular,5
doi=10.5064/F6AKTDBI,total-dataset-investigations-machine,4
doi=10.5064/F6AKTDBI,unique-dataset-investigations-machine,3
doi=10.5064/F6AKTDBI,is-authored-by,1
doi=10.5064/F6AKTDBI,is-supplement-to,1
doi=10.5064/F6UMRNAC,has-part,180
doi=10.5064/F6UMRNAC,is-part-of,180
doi=10.5064/F6UMRNAC,total-dataset-investigations-regular,22
doi=10.5064/F6UMRNAC,unique-dataset-investigations-regular,15
doi=10.5064/F6UMRNAC,total-dataset-requests-regular,13
doi=10.5064/F6UMRNAC,unique-dataset-requests-regular,9
doi=10.5064/F6UMRNAC,total-dataset-investigations-machine,6
doi=10.5064/F6UMRNAC,unique-dataset-investigations-machine,4
doi=10.5064/F6UMRNAC,total-resolutions-regular,2
doi=10.5064/F6UMRNAC,unique-resolutions-regular,2
doi=10.5064/F6Z60KZB,has-part,115
doi=10.5064/F6Z60KZB,is-part-of,37
doi=10.5064/F6Z60KZB,total-dataset-investigations-regular,21
doi=10.5064/F6Z60KZB,total-dataset-requests-regular,20
doi=10.5064/F6Z60KZB,unique-dataset-investigations-regular,14
doi=10.5064/F6Z60KZB,unique-dataset-requests-regular,13
doi=10.5064/F6Z60KZB,total-dataset-investigations-machine,6
doi=10.5064/F6Z60KZB,unique-dataset-investigations-machine,3
doi=10.5064/F6Z60KZB,is-supplement-to,2
doi=10.5064/F6Z60KZB,total-resolutions-machine,2
doi=10.5064/F6CE5MRF,total-dataset-investigations-regular,21
doi=10.5064/F6CE5MRF,has-part,19
doi=10.5064/F6CE5MRF,is-part-of,19
doi=10.5064/F6CE5MRF,total-dataset-requests-regular,18
doi=10.5064/F6CE5MRF,unique-dataset-investigations-regular,14
doi=10.5064/F6CE5MRF,unique-dataset-requests-regular,13
doi=10.5064/F6CE5MRF,total-dataset-investigations-machine,8
doi=10.5064/F6CE5MRF,unique-dataset-investigations-machine,5
doi=10.5064/F6CE5MRF,is-authored-by,1
doi=10.5064/F6CE5MRF,is-supplement-to,1
doi=10.5064/F62Z13FQ,has-part,50
doi=10.5064/F62Z13FQ,is-part-of,50
doi=10.5064/F62Z13FQ,total-dataset-investigations-regular,22
doi=10.5064/F62Z13FQ,unique-dataset-investigations-regular,15
doi=10.5064/F62Z13FQ,total-dataset-requests-regular,9
doi=10.5064/F62Z13FQ,total-dataset-investigations-machine,7
doi=10.5064/F62Z13FQ,unique-dataset-requests-regular,7
doi=10.5064/F62Z13FQ,unique-dataset-investigations-machine,3
doi=10.5064/F62Z13FQ,is-authored-by,2
doi=10.5064/F62Z13FQ,total-dataset-requests-machine,2
doi=10.5064/F6H12ZXF,total-dataset-investigations-regular,21
doi=10.5064/F6H12ZXF,unique-dataset-investigations-regular,14
doi=10.5064/F6H12ZXF,total-dataset-requests-regular,6
doi=10.5064/F6H12ZXF,total-dataset-investigations-machine,5
doi=10.5064/F6H12ZXF,unique-dataset-requests-regular,5
doi=10.5064/F6H12ZXF,unique-dataset-investigations-machine,2
doi=10.5064/F6H12ZXF,total-resolutions-regular,1
doi=10.5064/F6H12ZXF,unique-resolutions-regular,1
doi=10.5064/F6Z31WJ1,has-part,21
doi=10.5064/F6Z31WJ1,is-part-of,21
doi=10.5064/F6Z31WJ1,total-dataset-investigations-regular,20
doi=10.5064/F6Z31WJ1,unique-dataset-investigations-regular,14
doi=10.5064/F6Z31WJ1,total-dataset-requests-regular,13
doi=10.5064/F6Z31WJ1,unique-dataset-requests-regular,8
doi=10.5064/F6Z31WJ1,total-dataset-investigations-machine,4
doi=10.5064/F6Z31WJ1,total-resolutions-regular,2
doi=10.5064/F6Z31WJ1,unique-dataset-investigations-machine,2
doi=10.5064/F6Z31WJ1,unique-resolutions-regular,2
doi=10.5064/F60Z715Z,total-dataset-investigations-regular,21
doi=10.5064/F60Z715Z,total-dataset-requests-regular,15
doi=10.5064/F60Z715Z,unique-dataset-investigations-regular,14
doi=10.5064/F60Z715Z,unique-dataset-requests-regular,10
doi=10.5064/F60Z715Z,has-part,5
doi=10.5064/F60Z715Z,is-part-of,5
doi=10.5064/F60Z715Z,total-dataset-investigations-machine,5
doi=10.5064/F60Z715Z,unique-dataset-investigations-machine,3
doi=10.5064/F60Z715Z,total-resolutions-regular,2
doi=10.5064/F60Z715Z,unique-resolutions-regular,2
doi=10.5064/F6TB14TP,total-dataset-investigations-regular,22
doi=10.5064/F6TB14TP,unique-dataset-investigations-regular,15
doi=10.5064/F6TB14TP,total-dataset-investigations-machine,9
doi=10.5064/F6TB14TP,total-dataset-requests-regular,8
doi=10.5064/F6TB14TP,unique-dataset-requests-regular,7
doi=10.5064/F6TB14TP,has-part,6
doi=10.5064/F6TB14TP,is-part-of,6
doi=10.5064/F6TB14TP,unique-dataset-investigations-machine,5
doi=10.5064/F6TB14TP,total-dataset-requests-machine,3
doi=10.5064/F6TB14TP,total-resolutions-regular,2
doi=10.5064/F6ZP448B,has-part,56
doi=10.5064/F6ZP448B,is-part-of,56
doi=10.5064/F6ZP448B,total-dataset-investigations-regular,22
doi=10.5064/F6ZP448B,total-dataset-requests-regular,19
doi=10.5064/F6ZP448B,unique-dataset-investigations-regular,15
doi=10.5064/F6ZP448B,unique-dataset-requests-regular,14
doi=10.5064/F6ZP448B,is-supplement-to,9
doi=10.5064/F6ZP448B,total-dataset-investigations-machine,4
doi=10.5064/F6ZP448B,total-resolutions-regular,2
doi=10.5064/F6ZP448B,unique-dataset-investigations-machine,2
doi=10.5064/F6P55KNC,has-part,23
doi=10.5064/F6P55KNC,is-part-of,23
doi=10.5064/F6P55KNC,total-dataset-investigations-regular,21
doi=10.5064/F6P55KNC,unique-dataset-investigations-regular,14
doi=10.5064/F6P55KNC,total-dataset-investigations-machine,6
doi=10.5064/F6P55KNC,total-dataset-requests-regular,4
doi=10.5064/F6P55KNC,unique-dataset-investigations-machine,3
doi=10.5064/F6P55KNC,unique-dataset-requests-regular,3
doi=10.5064/F6P55KNC,is-authored-by,1
doi=10.5064/F6P55KNC,is-supplement-to,1
doi=10.5064/F6833Q5K,has-part,20
doi=10.5064/F6833Q5K,is-part-of,20
doi=10.5064/F6833Q5K,total-dataset-investigations-regular,20
doi=10.5064/F6833Q5K,unique-dataset-investigations-regular,13
doi=10.5064/F6833Q5K,total-dataset-requests-regular,8
doi=10.5064/F6833Q5K,unique-dataset-requests-regular,7
doi=10.5064/F6833Q5K,total-dataset-investigations-machine,5
doi=10.5064/F6833Q5K,unique-dataset-investigations-machine,4
doi=10.5064/F6833Q5K,is-authored-by,1
doi=10.5064/F6833Q5K,is-supplement-to,1
doi=10.5064/F67H1GGS,total-dataset-investigations-regular,22
doi=10.5064/F67H1GGS,total-dataset-requests-regular,19
doi=10.5064/F67H1GGS,unique-dataset-investigations-regular,15
doi=10.5064/F67H1GGS,unique-dataset-requests-regular,14
doi=10.5064/F67H1GGS,has-part,10
doi=10.5064/F67H1GGS,is-part-of,10
doi=10.5064/F67H1GGS,total-dataset-investigations-machine,5
doi=10.5064/F67H1GGS,unique-dataset-investigations-machine,2
doi=10.5064/F67H1GGS,is-authored-by,1
doi=10.5064/F67H1GGS,is-supplement-to,1
doi=10.5064/F6MS3QNV,has-part,51
doi=10.5064/F6MS3QNV,is-part-of,51
doi=10.5064/F6MS3QNV,total-dataset-investigations-regular,19
doi=10.5064/F6MS3QNV,unique-dataset-investigations-regular,13
doi=10.5064/F6MS3QNV,total-dataset-requests-regular,10
doi=10.5064/F6MS3QNV,unique-dataset-requests-regular,7
doi=10.5064/F6MS3QNV,total-dataset-investigations-machine,5
doi=10.5064/F6MS3QNV,is-supplement-to,4
doi=10.5064/F6MS3QNV,unique-dataset-investigations-machine,3
doi=10.5064/F6MS3QNV,total-resolutions-machine,2
doi=10.5064/F6JW8BSD,has-part,144
doi=10.5064/F6JW8BSD,is-part-of,144
doi=10.5064/F6JW8BSD,total-dataset-investigations-regular,22
doi=10.5064/F6JW8BSD,total-dataset-requests-regular,19
doi=10.5064/F6JW8BSD,unique-dataset-investigations-regular,15
doi=10.5064/F6JW8BSD,unique-dataset-requests-regular,13
doi=10.5064/F6JW8BSD,total-dataset-investigations-machine,5
doi=10.5064/F6JW8BSD,unique-dataset-investigations-machine,3
doi=10.5064/F6JW8BSD,total-resolutions-machine,2
doi=10.5064/F6JW8BSD,unique-resolutions-machine,2
doi=10.5064/F65Q4T1P,has-part,22
doi=10.5064/F65Q4T1P,is-part-of,22
doi=10.5064/F65Q4T1P,total-dataset-investigations-regular,19
doi=10.5064/F65Q4T1P,unique-dataset-investigations-regular,12
doi=10.5064/F65Q4T1P,total-dataset-requests-regular,9
doi=10.5064/F65Q4T1P,unique-dataset-requests-regular,7
doi=10.5064/F65Q4T1P,total-dataset-investigations-machine,5
doi=10.5064/F65Q4T1P,unique-dataset-investigations-machine,3
doi=10.5064/F65Q4T1P,total-resolutions-regular,2
doi=10.5064/F65Q4T1P,unique-resolutions-regular,2
doi=10.5064/F6C8276H,has-part,203
doi=10.5064/F6C8276H,is-part-of,203
doi=10.5064/F6C8276H,total-dataset-investigations-regular,20
doi=10.5064/F6C8276H,unique-dataset-investigations-regular,14
doi=10.5064/F6C8276H,total-dataset-requests-regular,8
doi=10.5064/F6C8276H,unique-dataset-requests-regular,7
doi=10.5064/F6C8276H,total-dataset-investigations-machine,5
doi=10.5064/F6C8276H,is-authored-by,2
doi=10.5064/F6C8276H,unique-dataset-investigations-machine,2
doi=10.5064/F6C8276H,is-supplement-to,1
doi=10.5064/F6D798BB,has-part,278
doi=10.5064/F6D798BB,is-part-of,278
doi=10.5064/F6D798BB,total-dataset-investigations-regular,16
doi=10.5064/F6D798BB,unique-dataset-investigations-regular,12
doi=10.5064/F6D798BB,total-dataset-investigations-machine,4
